title,author,link,hours,mins,total_mins,total_hours,total_days
The Total Money Makeover,Dave Ramsey,https://www.audible.com/pd/The-Total-Money-Makeover-Audiobook/B002UUKIR8?qid=1686833446&sr=1-402&ref=a_search_c3_lProduct_21_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,41.0,221.0,3.68,0.15
Ready Player One,Ernest Cline,https://www.audible.com/pd/Ready-Player-One-Audiobook/B005FRGT44?qid=1686833446&sr=1-403&ref=a_search_c3_lProduct_21_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,40.0,940.0,15.67,0.65
TRANCE Formation of America,"Cathy O'Brien, Mark Phillips",https://www.audible.com/pd/TRANCE-Formation-of-America-Audiobook/B0BHB58W1W?qid=1686833446&sr=1-404&ref=a_search_c3_lProduct_21_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,44.0,584.0,9.73,0.41
Empire of the Summer Moon,S. C. Gwynne,https://www.audible.com/pd/Empire-of-the-Summer-Moon-Audiobook/B01KBD5FKK?qid=1686833446&sr=1-405&ref=a_search_c3_lProduct_21_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,9.0,909.0,15.15,0.63
Why We Sleep,Matthew Walker,https://www.audible.com/pd/Why-We-Sleep-Audiobook/B0752ZQR33?qid=1686833446&sr=1-406&ref=a_search_c3_lProduct_21_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,52.0,832.0,13.87,0.58
Jungle World,B.V. Larson,https://www.audible.com/pd/Jungle-World-Audiobook/B0BW17MKWL?qid=1686833446&sr=1-407&ref=a_search_c3_lProduct_21_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,25.0,805.0,13.42,0.56
The Devil in the White City,Erik Larson,https://www.audible.com/pd/The-Devil-in-the-White-City-Audiobook/B002V0Q0LK?qid=1686833446&sr=1-408&ref=a_search_c3_lProduct_21_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,14.0,58.0,898.0,14.97,0.62
As a Man Thinketh,James Allen,https://www.audible.com/pd/As-a-Man-Thinketh-Audiobook/B00J5SHJMK?qid=1686833446&sr=1-409&ref=a_search_c3_lProduct_21_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,55.0,,,,
The Rise and Fall of the Third Reich,William L. Shirer,https://www.audible.com/pd/The-Rise-and-Fall-of-the-Third-Reich-Audiobook/B003VWJAPA?qid=1686833446&sr=1-410&ref=a_search_c3_lProduct_21_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,57.0,11.0,3431.0,57.18,2.38
Fahrenheit 451,Ray Bradbury,https://www.audible.com/pd/Fahrenheit-451-Audiobook/B00M4PXF6K?qid=1686833446&sr=1-411&ref=a_search_c3_lProduct_21_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,1.0,301.0,5.02,0.21
Is There a Narcissist in Your Life?,Amanda Clymont,https://www.audible.com/pd/Is-There-a-Narcissist-in-Your-Life-Audiobook/B0C4742BZF?qid=1686833446&sr=1-412&ref=a_search_c3_lProduct_21_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,3.0,183.0,3.05,0.13
The Princess Bride,William Goldman,https://www.audible.com/pd/The-Princess-Bride-Audiobook/B002V0K2VE?qid=1686833446&sr=1-413&ref=a_search_c3_lProduct_21_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,2.0,32.0,152.0,2.53,0.11
A Curious Beginning,Deanna Raybourn,https://www.audible.com/pd/A-Curious-Beginning-Audiobook/B014V5QUQM?qid=1686833446&sr=1-414&ref=a_search_c3_lProduct_21_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,51.0,651.0,10.85,0.45
Revenge,Michael Cohen,https://www.audible.com/pd/Revenge-Audiobook/B0BK2RGQBT?qid=1686833446&sr=1-415&ref=a_search_c3_lProduct_21_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,53.0,473.0,7.88,0.33
Pineapple Street,Jenny Jackson,https://www.audible.com/pd/Pineapple-Street-Audiobook/B0B69935CR?qid=1686833446&sr=1-416&ref=a_search_c3_lProduct_21_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,32.0,512.0,8.53,0.36
Barred Desires,Ashley James,https://www.audible.com/pd/Barred-Desires-Audiobook/B0C2DFHHYX?qid=1686833446&sr=1-417&ref=a_search_c3_lProduct_21_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,30.0,390.0,6.5,0.27
Do It,David Nurse,https://www.audible.com/pd/Do-It-Audiobook/B0C546TFGV?qid=1686833446&sr=1-418&ref=a_search_c3_lProduct_21_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,56.0,416.0,6.93,0.29
The Dragonbone Chair,Tad Williams,https://www.audible.com/pd/The-Dragonbone-Chair-Audiobook/B01HIHI3MO?qid=1686833446&sr=1-419&ref=a_search_c3_lProduct_21_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,33.0,12.0,1992.0,33.2,1.38
The Exorcism Files,Adam Blai,https://www.audible.com/pd/The-Exorcism-Files-Audiobook/B0C2JGXZZY?qid=1686833446&sr=1-420&ref=a_search_c3_lProduct_21_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=KBF2SEG0K43RZT143VMK&pageLoadId=vleHYkGg7m0C92hT&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,15.0,195.0,3.25,0.14
A Fire in the Flesh,Jennifer L. Armentrout,https://www.audible.com/pd/A-Fire-in-the-Flesh-Audiobook/B0C3DZSMSV?qid=1686833455&sr=1-421&ref=a_search_c3_lProduct_22_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,24.0,,,,
The Duke and I,Julia Quinn,https://www.audible.com/pd/The-Duke-and-I-Audiobook/B01LWTY1ID?qid=1686833455&sr=1-422&ref=a_search_c3_lProduct_22_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,9.0,729.0,12.15,0.51
Principles,Ray Dalio,https://www.audible.com/pd/Principles-Audiobook/B074B29GQJ?qid=1686833455&sr=1-423&ref=a_search_c3_lProduct_22_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,16.0,5.0,965.0,16.08,0.67
You Shouldn’t Have Come Here,Jeneva Rose,https://www.audible.com/pd/You-Shouldnt-Have-Come-Here-Audiobook/B0B8LCHZQW?qid=1686833455&sr=1-424&ref=a_search_c3_lProduct_22_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,1.0,481.0,8.02,0.33
Did You Hear About Kitty Karr?,Crystal Smith Paul,https://www.audible.com/pd/Did-You-Hear-About-Kitty-Karr-Audiobook/B0BBSR83HB?qid=1686833455&sr=1-425&ref=a_search_c3_lProduct_22_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,10.0,790.0,13.17,0.55
Neuromancer,William Gibson,https://www.audible.com/pd/Neuromancer-Audiobook/B0057HR4E6?qid=1686833455&sr=1-426&ref=a_search_c3_lProduct_22_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,31.0,631.0,10.52,0.44
Punk 57,Penelope Douglas,https://www.audible.com/pd/Punk-57-Audiobook/B073QYWTR7?qid=1686833455&sr=1-427&ref=a_search_c3_lProduct_22_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,7.0,607.0,10.12,0.42
The Maze Runner,James Dashner,https://www.audible.com/pd/The-Maze-Runner-Audiobook/B002V8OCCQ?qid=1686833455&sr=1-428&ref=a_search_c3_lProduct_22_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,50.0,650.0,10.83,0.45
The Ramona Quimby Audio Collection,"Beverly Cleary, Tracy Dockray",https://www.audible.com/pd/The-Ramona-Quimby-Audio-Collection-Audiobook/B0067QRF8Q?qid=1686833455&sr=1-429&ref=a_search_c3_lProduct_22_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,18.0,56.0,1136.0,18.93,0.79
The Goldfinch,Donna Tartt,https://www.audible.com/pd/The-Goldfinch-Audiobook/B00ELMXI0M?qid=1686833455&sr=1-430&ref=a_search_c3_lProduct_22_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,32.0,24.0,1944.0,32.4,1.35
Hello Beautiful,Ann Napolitano,https://www.audible.com/pd/Hello-Beautiful-Audiobook/B0B7VKMC1Y?qid=1686833455&sr=1-431&ref=a_search_c3_lProduct_22_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,6.0,906.0,15.1,0.63
Spell Thief,J Pal,https://www.audible.com/pd/Spell-Thief-Audiobook/B0BZ91G1Y7?qid=1686833455&sr=1-432&ref=a_search_c3_lProduct_22_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,14.0,42.0,882.0,14.7,0.61
Feherty,John Feinstein,https://www.audible.com/pd/Feherty-Audiobook/B0BJ12B7TT?qid=1686833455&sr=1-433&ref=a_search_c3_lProduct_22_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,1.0,421.0,7.02,0.29
Agave Spirits,"Gary Paul Nabhan, David Suro Pinera",https://www.audible.com/pd/Agave-Spirits-Audiobook/B0C59LGM58?qid=1686833455&sr=1-434&ref=a_search_c3_lProduct_22_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,41.0,581.0,9.68,0.4
Dirty Laundry,"Richard Pink, Roxanne Emery",https://www.audible.com/pd/Dirty-Laundry-Audiobook/B0BW9BS185?qid=1686833455&sr=1-435&ref=a_search_c3_lProduct_22_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,4.0,2.0,242.0,4.03,0.17
Merritt and Her Childhood Crush,"Emma St. Clair, Jenny Proctor",https://www.audible.com/pd/Merritt-and-Her-Childhood-Crush-Audiobook/B0C4QPBM9X?qid=1686833455&sr=1-436&ref=a_search_c3_lProduct_22_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,50.0,530.0,8.83,0.37
Magic Burns (Dramatized Adaptation),Ilona Andrews,https://www.audible.com/pd/Magic-Burns-Dramatized-Adaptation-Audiobook/B0C795Y4HY?qid=1686833455&sr=1-437&ref=a_search_c3_lProduct_22_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,11.0,491.0,8.18,0.34
Unfu*k Yourself,Gary John Bishop,https://www.audible.com/pd/Unfu-k-Yourself-Audiobook/B0731R4RFX?qid=1686833455&sr=1-438&ref=a_search_c3_lProduct_22_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,24.0,204.0,3.4,0.14
All the Light We Cannot See,Anthony Doerr,https://www.audible.com/pd/All-the-Light-We-Cannot-See-Audiobook/B00IZGD864?qid=1686833455&sr=1-439&ref=a_search_c3_lProduct_22_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,16.0,2.0,962.0,16.03,0.67
That Kind of Guy,Stephanie Archer,https://www.audible.com/pd/That-Kind-of-Guy-Audiobook/B0C2R8C9FM?qid=1686833455&sr=1-440&ref=a_search_c3_lProduct_22_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X961NYZ3BJSZDAF7D2VH&pageLoadId=O6BCE8LLUadaFblF&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,23.0,563.0,9.38,0.39
Heartless,Elsie Silver,https://www.audible.com/pd/Heartless-Audiobook/B0BSK8SQBR?qid=1686833462&sr=1-441&ref=a_search_c3_lProduct_23_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,51.0,591.0,9.85,0.41
The Pocket Guide to High Ticket Selling,Dan Henry,https://www.audible.com/pd/The-Pocket-Guide-to-High-Ticket-Selling-Audiobook/B0C2WJKCG5?qid=1686833462&sr=1-442&ref=a_search_c3_lProduct_23_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,1.0,22.0,82.0,1.37,0.06
The Libyan Diversion,Joel C. Rosenberg,https://www.audible.com/pd/The-Libyan-Diversion-Audiobook/B0BKBBQD78?qid=1686833462&sr=1-443&ref=a_search_c3_lProduct_23_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,13.0,673.0,11.22,0.47
Lords of Uncreation,Adrian Tchaikovsky,https://www.audible.com/pd/Lords-of-Uncreation-Audiobook/B0BJ49MY6L?qid=1686833462&sr=1-444&ref=a_search_c3_lProduct_23_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,20.0,50.0,1250.0,20.83,0.87
I Summoned My What?!,Montgomery Quinn,https://www.audible.com/pd/I-Summoned-My-What-Audiobook/B0C15HM4WP?qid=1686833462&sr=1-445&ref=a_search_c3_lProduct_23_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,16.0,436.0,7.27,0.3
Nomad Capitalist,Andrew Henderson,https://www.audible.com/pd/Nomad-Capitalist-Audiobook/B0C3NMP46V?qid=1686833462&sr=1-446&ref=a_search_c3_lProduct_23_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,50.0,950.0,15.83,0.66
I Didn't Do It,Jaime Lynn Hendricks,https://www.audible.com/pd/I-Didnt-Do-It-Audiobook/B0C2JL7NCL?qid=1686833462&sr=1-447&ref=a_search_c3_lProduct_23_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,36.0,576.0,9.6,0.4
Haunting Adeline,H. D. Carlton,https://www.audible.com/pd/Haunting-Adeline-Audiobook/B0BC9TQVCY?qid=1686833462&sr=1-448&ref=a_search_c3_lProduct_23_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,47.0,947.0,15.78,0.66
Stalking the Wild Pendulum,Itzhak Bentov,https://www.audible.com/pd/Stalking-the-Wild-Pendulum-Audiobook/B0C15V8MPG?qid=1686833462&sr=1-449&ref=a_search_c3_lProduct_23_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,15.0,315.0,5.25,0.22
El viento conoce mi nombre [The Wind Knows My Name],Isabel Allende,https://www.audible.com/pd/El-viento-conoce-mi-nombre-The-Wind-Knows-My-Name-Audiobook/B0C5RY5TKG?qid=1686833462&sr=1-450&ref=a_search_c3_lProduct_23_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,33.0,513.0,8.55,0.36
Last Resort,Scott Pratt,https://www.audible.com/pd/Last-Resort-Audiobook/B0C4C3GB2R?qid=1686833462&sr=1-451&ref=a_search_c3_lProduct_23_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,20.0,500.0,8.33,0.35
The Wrong Bride,Catharina Maura,https://www.audible.com/pd/The-Wrong-Bride-Audiobook/B0BS75M5M3?qid=1686833462&sr=1-452&ref=a_search_c3_lProduct_23_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,22.0,682.0,11.37,0.47
Luca,Eva Winners,https://www.audible.com/pd/Luca-Audiobook/B0C6C99CNK?qid=1686833462&sr=1-453&ref=a_search_c3_lProduct_23_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,10.0,670.0,11.17,0.47
The Night of the Party,Anna-Lou Weatherley,https://www.audible.com/pd/The-Night-of-the-Party-Audiobook/B0BMLWDKX4?qid=1686833462&sr=1-454&ref=a_search_c3_lProduct_23_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,12.0,612.0,10.2,0.42
Corrupt Vow,Eva Ashwood,https://www.audible.com/pd/Corrupt-Vow-Audiobook/B0C78NVVD9?qid=1686833462&sr=1-455&ref=a_search_c3_lProduct_23_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,52.0,772.0,12.87,0.54
The Daily Dad,Ryan Holiday,https://www.audible.com/pd/The-Daily-Dad-Audiobook/B0BT8GJBS3?qid=1686833462&sr=1-456&ref=a_search_c3_lProduct_23_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,44.0,584.0,9.73,0.41
Bonded by Thorns,Elizabeth Helen,https://www.audible.com/pd/Bonded-by-Thorns-Audiobook/B0BZQJZ6T5?qid=1686833462&sr=1-457&ref=a_search_c3_lProduct_23_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,59.0,659.0,10.98,0.46
The Inmate,Freida McFadden,https://www.audible.com/pd/The-Inmate-Audiobook/B0B6WX4HB5?qid=1686833462&sr=1-458&ref=a_search_c3_lProduct_23_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,5.0,485.0,8.08,0.34
By a Silver Thread,Rachel Aaron,https://www.audible.com/pd/By-a-Silver-Thread-Audiobook/B0C448L77M?qid=1686833462&sr=1-459&ref=a_search_c3_lProduct_23_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,47.0,707.0,11.78,0.49
Got Your Number,"Mike Greenberg, Paul Hembekides",https://www.audible.com/pd/Got-Your-Number-Audiobook/B0C1T6MZZ2?qid=1686833462&sr=1-460&ref=a_search_c3_lProduct_23_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=X09G13XNGGA4QTDP2BNV&pageLoadId=ZUVHiSbiBc8MluUz&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,49.0,349.0,5.82,0.24
The Obesity Code,Dr. Jason Fung,https://www.audible.com/pd/The-Obesity-Code-Audiobook/B01MYMRVSQ?qid=1686833470&sr=1-461&ref=a_search_c3_lProduct_24_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=E8NDETSJYA2PC6M2CA26&pageLoadId=Mfo5NB20IKgOsB64&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,9.0,609.0,10.15,0.42
Mere Christianity,C. S. Lewis,https://www.audible.com/pd/Mere-Christianity-Audiobook/B00JPK6A64?qid=1686833470&sr=1-462&ref=a_search_c3_lProduct_24_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=E8NDETSJYA2PC6M2CA26&pageLoadId=Mfo5NB20IKgOsB64&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,6.0,426.0,7.1,0.3
