title,author,link,hours,mins,total_mins,total_hours,total_days
The Secret Life of Sunflowers,"Marta Molnar, Dana Marton",https://www.audible.com/pd/The-Secret-Life-of-Sunflowers-Audiobook/B0BTV1RCZT?qid=1686833374&sr=1-222&ref=a_search_c3_lProduct_12_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,52.0,592.0,9.87,0.41
King: A Life,Jonathan Eig,https://www.audible.com/pd/King-A-Life-Audiobook/B0BJY44ST3?qid=1686833374&sr=1-223&ref=a_search_c3_lProduct_12_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,20.0,45.0,1245.0,20.75,0.86
"Good Night, Irene",Luis Alberto Urrea,https://www.audible.com/pd/Good-Night-Irene-Audiobook/B0BLY2XT7X?qid=1686833374&sr=1-224&ref=a_search_c3_lProduct_12_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,26.0,806.0,13.43,0.56
Fractal Noise,Christopher Paolini,https://www.audible.com/pd/Fractal-Noise-Audiobook/B0BH9DZNVZ?qid=1686833374&sr=1-225&ref=a_search_c3_lProduct_12_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,57.0,597.0,9.95,0.41
The Song of Significance,Seth Godin,https://www.audible.com/pd/The-Song-of-Significance-Audiobook/B0BWPQH8MS?qid=1686833374&sr=1-226&ref=a_search_c3_lProduct_12_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,4.0,21.0,261.0,4.35,0.18
The Well-Lived Life,"Gladys McGarey MD, Dr. Mark Hyman - foreword",https://www.audible.com/pd/The-Well-Lived-Life-Audiobook/B0BVXK3TN7?qid=1686833374&sr=1-227&ref=a_search_c3_lProduct_12_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,55.0,535.0,8.92,0.37
Shores of Despair,Mark Tufo,https://www.audible.com/pd/Shores-of-Despair-Audiobook/B0BT5YV3BC?qid=1686833374&sr=1-228&ref=a_search_c3_lProduct_12_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,3.0,723.0,12.05,0.5
The Age of Scientific Wellness,"Leroy Hood MD PhD, Nathan Price PhD",https://www.audible.com/pd/The-Age-of-Scientific-Wellness-Audiobook/B0C6BBT7BX?qid=1686833374&sr=1-229&ref=a_search_c3_lProduct_12_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,14.0,13.0,853.0,14.22,0.59
The 23rd Midnight,"James Patterson, Maxine Paetro",https://www.audible.com/pd/The-23rd-Midnight-Audiobook/B0BHF4PFL7?qid=1686833374&sr=1-230&ref=a_search_c3_lProduct_12_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,4.0,484.0,8.07,0.34
Birnam Wood,Eleanor Catton,https://www.audible.com/pd/Birnam-Wood-Audiobook/B0BT5YY9PM?qid=1686833374&sr=1-231&ref=a_search_c3_lProduct_12_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,47.0,767.0,12.78,0.53
The Pope’s Exorcist,Sophia Institute Press,https://www.audible.com/pd/The-Popes-Exorcist-Audiobook/B0C3JLN9J2?qid=1686833374&sr=1-232&ref=a_search_c3_lProduct_12_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,1.0,46.0,106.0,1.77,0.07
Who Killed Truth?,Jill Lepore,https://www.audible.com/pd/Who-Killed-Truth-Audiobook/B0C6BZNKRK?qid=1686833374&sr=1-233&ref=a_search_c3_lProduct_12_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,35.0,815.0,13.58,0.57
The Perfect Veneer,Blake Pierce,https://www.audible.com/pd/The-Perfect-Veneer-Audiobook/B0C62D2FSY?qid=1686833374&sr=1-234&ref=a_search_c3_lProduct_12_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,49.0,409.0,6.82,0.28
Mage,J.L. Mullins,https://www.audible.com/pd/Mage-Audiobook/B0C66CBWSC?qid=1686833374&sr=1-235&ref=a_search_c3_lProduct_12_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,30.0,750.0,12.5,0.52
The Subtle Art of Not Giving a F*ck,Mark Manson,https://www.audible.com/pd/The-Subtle-Art-of-Not-Giving-a-F-ck-Audiobook/B01I28NFEE?qid=1686833374&sr=1-236&ref=a_search_c3_lProduct_12_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,17.0,317.0,5.28,0.22
"Poverty, by America",Matthew Desmond,https://www.audible.com/pd/Poverty-by-America-Audiobook/B0B646B1DP?qid=1686833374&sr=1-237&ref=a_search_c3_lProduct_12_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,40.0,340.0,5.67,0.24
Simply Lies,David Baldacci,https://www.audible.com/pd/Simply-Lies-Audiobook/B0BBZ1KRJF?qid=1686833374&sr=1-238&ref=a_search_c3_lProduct_12_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,45.0,705.0,11.75,0.49
You Are the One You've Been Waiting For,Richard Schwartz PhD,https://www.audible.com/pd/You-Are-the-One-Youve-Been-Waiting-For-Audiobook/B0C1ZW9BBS?qid=1686833374&sr=1-239&ref=a_search_c3_lProduct_12_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,10.0,370.0,6.17,0.26
Knot Your Damn Omega,Devyn Sinclair,https://www.audible.com/pd/Knot-Your-Damn-Omega-Audiobook/B0C4QPFDVQ?qid=1686833374&sr=1-240&ref=a_search_c3_lProduct_12_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=C6Q3MMKN2W824AAPDKVB&pageLoadId=68Vc0KiBXNvBETgL&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,14.0,42.0,882.0,14.7,0.61
Silent Ruin,David J. Gatward,https://www.audible.com/pd/Silent-Ruin-Audiobook/B0C6YJBK5G?qid=1686833382&sr=1-241&ref=a_search_c3_lProduct_13_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,24.0,564.0,9.4,0.39
The 272,Rachel L. Swarns,https://www.audible.com/pd/The-272-Audiobook/B0BJ537255?qid=1686833382&sr=1-242&ref=a_search_c3_lProduct_13_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,32.0,572.0,9.53,0.4
Them,Whitley Strieber,https://www.audible.com/pd/Them-Audiobook/B0C2X38NNC?qid=1686833382&sr=1-243&ref=a_search_c3_lProduct_13_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,17.0,617.0,10.28,0.43
Entrepreneurial Leap (Updated and Expanded Edition),Gino Wickman,https://www.audible.com/pd/Entrepreneurial-Leap-Updated-and-Expanded-Edition-Audiobook/B0C1TMP856?qid=1686833382&sr=1-244&ref=a_search_c3_lProduct_13_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,39.0,339.0,5.65,0.24
She Started It,Sian Gilbert,https://www.audible.com/pd/She-Started-It-Audiobook/B0BHL3M888?qid=1686833382&sr=1-245&ref=a_search_c3_lProduct_13_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,13.0,673.0,11.22,0.47
Excalibur,Anna Hackett,https://www.audible.com/pd/Excalibur-Audiobook/B0C7WGT8KM?qid=1686833382&sr=1-246&ref=a_search_c3_lProduct_13_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,22.0,322.0,5.37,0.22
Defiant,Michael R. Miller,https://www.audible.com/pd/Defiant-Audiobook/B0C5RV38P7?qid=1686833382&sr=1-247&ref=a_search_c3_lProduct_13_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,26.0,30.0,1590.0,26.5,1.1
Burn It Down,Maureen Ryan,https://www.audible.com/pd/Burn-It-Down-Audiobook/B0BGMLTBJ7?qid=1686833382&sr=1-248&ref=a_search_c3_lProduct_13_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,54.0,834.0,13.9,0.58
The Alchemist,Paulo Coelho,https://www.audible.com/pd/The-Alchemist-Audiobook/B002V0Q4LG?qid=1686833382&sr=1-249&ref=a_search_c3_lProduct_13_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,4.0,,,,
The Five Dysfunctions of a Team,Patrick Lencioni,https://www.audible.com/pd/The-Five-Dysfunctions-of-a-Team-Audiobook/B002V08E64?qid=1686833382&sr=1-250&ref=a_search_c3_lProduct_13_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,3.0,42.0,222.0,3.7,0.15
Good to Great,Jim Collins,https://www.audible.com/pd/Good-to-Great-Audiobook/B003UDDK7O?qid=1686833382&sr=1-251&ref=a_search_c3_lProduct_13_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,10.0,1.0,601.0,10.02,0.42
Traction,Gino Wickman,https://www.audible.com/pd/Traction-Audiobook/B00A9ZO7T6?qid=1686833382&sr=1-252&ref=a_search_c3_lProduct_13_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,56.0,416.0,6.93,0.29
The Secret,Rhonda Byrne,https://www.audible.com/pd/The-Secret-Audiobook/B002V5GN4Y?qid=1686833382&sr=1-253&ref=a_search_c3_lProduct_13_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,4.0,24.0,264.0,4.4,0.18
Zero to One,"Peter Thiel, Blake Masters",https://www.audible.com/pd/Zero-to-One-Audiobook/B00M27LBU2?qid=1686833382&sr=1-254&ref=a_search_c3_lProduct_13_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,4.0,50.0,290.0,4.83,0.2
"Guns, Germs and Steel",Jared Diamond,https://www.audible.com/pd/Guns-Germs-and-Steel-Audiobook/B004G7VN04?qid=1686833382&sr=1-255&ref=a_search_c3_lProduct_13_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,16.0,20.0,980.0,16.33,0.68
Profit First,Mike Michalowicz,https://www.audible.com/pd/Profit-First-Audiobook/B06X15WX5B?qid=1686833382&sr=1-256&ref=a_search_c3_lProduct_13_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,35.0,515.0,8.58,0.36
Six of Crows,Leigh Bardugo,https://www.audible.com/pd/Six-of-Crows-Audiobook/B012BNY8RY?qid=1686833382&sr=1-257&ref=a_search_c3_lProduct_13_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,4.0,904.0,15.07,0.63
Our King: Charles III,Robert Jobson,https://www.audible.com/pd/Our-King-Charles-III-Audiobook/B0C28NMDG9?qid=1686833382&sr=1-258&ref=a_search_c3_lProduct_13_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,44.0,584.0,9.73,0.41
The Making of Another Major Motion Picture Masterpiece,Tom Hanks,https://www.audible.com/pd/The-Making-of-Another-Major-Motion-Picture-Masterpiece-Audiobook/B0BFBYQVQM?qid=1686833382&sr=1-259&ref=a_search_c3_lProduct_13_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,57.0,957.0,15.95,0.66
All the Sinners Bleed,S. A. Cosby,https://www.audible.com/pd/All-the-Sinners-Bleed-Audiobook/B0BF16LTRJ?qid=1686833382&sr=1-260&ref=a_search_c3_lProduct_13_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=G86ZB8MQJ0D3YX3SF3QQ&pageLoadId=MdPhnKhPeNaScO4J&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,5.0,785.0,13.08,0.55
You Can't Joke About That,Kat Timpf,https://www.audible.com/pd/You-Cant-Joke-About-That-Audiobook/B0BF1BPNSG?qid=1686833390&sr=1-261&ref=a_search_c3_lProduct_14_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,34.0,454.0,7.57,0.32
The Lost Hero,Rick Riordan,https://www.audible.com/pd/The-Lost-Hero-Audiobook/B0BG6FWR4H?qid=1686833390&sr=1-262&ref=a_search_c3_lProduct_14_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,16.0,33.0,993.0,16.55,0.69
Hopeful Romantic,Daryl Banner,https://www.audible.com/pd/Hopeful-Romantic-Audiobook/B0C6W6NJQG?qid=1686833390&sr=1-263&ref=a_search_c3_lProduct_14_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,45.0,405.0,6.75,0.28
Depp v Heard,Nick Wallis,https://www.audible.com/pd/Depp-v-Heard-Audiobook/B0C4LWBDXG?qid=1686833390&sr=1-264&ref=a_search_c3_lProduct_14_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,11.0,42.0,702.0,11.7,0.49
A Deal with the Elf King (Dramatized Adaptation),Elise Kova,https://www.audible.com/pd/A-Deal-with-the-Elf-King-Dramatized-Adaptation-Audiobook/B0C5YNH6BT?qid=1686833390&sr=1-265&ref=a_search_c3_lProduct_14_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,35.0,575.0,9.58,0.4
All the Skills: A Deck Building LitRPG 2,Honour Rae,https://www.audible.com/pd/All-the-Skills-A-Deck-Building-LitRPG-2-Audiobook/B0BZZZHFFG?qid=1686833390&sr=1-266&ref=a_search_c3_lProduct_14_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,16.0,32.0,992.0,16.53,0.69
Reading Price Charts Bar by Bar,Al Brooks,https://www.audible.com/pd/Reading-Price-Charts-Bar-by-Bar-Audiobook/B0C3J7T9NK?qid=1686833390&sr=1-267&ref=a_search_c3_lProduct_14_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,14.0,38.0,878.0,14.63,0.61
When Everyone Leads,"Ed O’Malley, Julia Fabris McBride",https://www.audible.com/pd/When-Everyone-Leads-Audiobook/B0C6C4Z796?qid=1686833390&sr=1-268&ref=a_search_c3_lProduct_14_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,5.0,17.0,317.0,5.28,0.22
Start with Why,Simon Sinek,https://www.audible.com/pd/Start-with-Why-Audiobook/B074VDVHZ5?qid=1686833390&sr=1-269&ref=a_search_c3_lProduct_14_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,18.0,438.0,7.3,0.3
To Kill a Mockingbird,Harper Lee,https://www.audible.com/pd/To-Kill-a-Mockingbird-Audiobook/B00K1HQVOQ?qid=1686833390&sr=1-270&ref=a_search_c3_lProduct_14_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,12.0,17.0,737.0,12.28,0.51
Light Bringer,Pierce Brown,https://www.audible.com/pd/Light-Bringer-Audiobook/B0C28WLQP1?qid=1686833390&sr=1-271&ref=a_search_c3_lProduct_14_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,13.0,15.0,795.0,13.25,0.55
Paris,Paris Hilton,https://www.audible.com/pd/Paris-Audiobook/B0BCHBZDPX?qid=1686833390&sr=1-272&ref=a_search_c3_lProduct_14_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,22.0,502.0,8.37,0.35
The Awe of God,John Bevere,https://www.audible.com/pd/The-Awe-of-God-Audiobook/B0BLQV92Z5?qid=1686833390&sr=1-273&ref=a_search_c3_lProduct_14_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,28.0,448.0,7.47,0.31
Killing Moon,"Jo Nesbo, Seán Kinsella - translator",https://www.audible.com/pd/Killing-Moon-Audiobook/B0BKTS69FN?qid=1686833390&sr=1-274&ref=a_search_c3_lProduct_14_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,15.0,57.0,957.0,15.95,0.66
The Silent Bride,Shalini Boland,https://www.audible.com/pd/The-Silent-Bride-Audiobook/B0BSR95SKX?qid=1686833390&sr=1-275&ref=a_search_c3_lProduct_14_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,8.0,8.0,488.0,8.13,0.34
We're All in This Together . . .,Tom Papa,https://www.audible.com/pd/Were-All-in-This-Together-Audiobook/B0BJXYZ6FV?qid=1686833390&sr=1-276&ref=a_search_c3_lProduct_14_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,7.0,10.0,430.0,7.17,0.3
Beware the Woman,Megan Abbott,https://www.audible.com/pd/Beware-the-Woman-Audiobook/B0BHTWLKXP?qid=1686833390&sr=1-277&ref=a_search_c3_lProduct_14_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,9.0,12.0,552.0,9.2,0.38
Apocalypse Comedy,Hunter Mythos,https://www.audible.com/pd/Apocalypse-Comedy-Audiobook/B0C4QWJ64D?qid=1686833390&sr=1-278&ref=a_search_c3_lProduct_14_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,18.0,20.0,1100.0,18.33,0.76
Essentialism,Greg McKeown,https://www.audible.com/pd/Essentialism-Audiobook/B00IWZ6XGA?qid=1686833390&sr=1-279&ref=a_search_c3_lProduct_14_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,6.0,14.0,374.0,6.23,0.26
A Gentleman in Moscow,Amor Towles,https://www.audible.com/pd/A-Gentleman-in-Moscow-Audiobook/B01E08EG84?qid=1686833390&sr=1-280&ref=a_search_c3_lProduct_14_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=FYPR63X67XGAHW1PN2VC&pageLoadId=n205vTcfYjylE5kx&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,17.0,52.0,1072.0,17.87,0.74
The Blade Itself,Joe Abercrombie,https://www.audible.com/pd/The-Blade-Itself-Audiobook/B014LL6R5U?qid=1686833397&sr=1-281&ref=a_search_c3_lProduct_15_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A2JX2G8H1P1RT0MHBDP0&pageLoadId=vrMMsBuqhJxj0hbS&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c,22.0,15.0,1335.0,22.25,0.93
