property_name,property_price,property_location,property_bedrooms,property_bathrooms,property_size,real_estate_agent
,"KSh 200,000,000","Runda, Westlands",5,,,Royal Properties Market Limited
,"KSh 31,000,000","Nairobi, Off Church Road, Westlands Area, Westlands",4,,,Coral Property International Ltd
,"KSh 14,000,000",Kilifi,4,,,
,"KSh 29,000,000",Langata,4,,,Villawatch Limited
,"KSh 38,000,000",Kileleshwa,4,,,Zyve
,"KSh 50,000,000",Lavington,4,,,Keensell Ventures LTD
,"KSh 45,000,000","Kitisuru, Westlands",4,,,Jakharris Africa Ltd
,"KSh 28,000,000","Nyali Area, Nyali",3,,,Furaha Properties
,"KSh 38,000,000",Kiambu Road,4,,,Sky Limits Ventures
,"KSh 67,000,000","O, Kcb Karen, Karen",4,,544 m²,Mapema Properties
,"KSh 45,000,000","Riverside, Westlands",5,,,Coral Property International Ltd
,"KSh 13,000,000",Thika,4,,,Pam Golding Properties
,"KSh 19,700,000",Syokimau,4,,,
,"KSh 100,000,000","O, Karen hills, Karen",5,,544 m²,Mapema Properties
,"KSh 14,000,000",Komarock,4,,1410 ft²,Tysons Limited
,"KSh 12,500,000","oloolua road, Ngong",3,,,Ikara property consultants
,"KSh 90,000,000","Nyali Area, Nyali",5,,,Furaha Properties
,"KSh 150,000,000","Kenyatta Road, Nyali Area, Nyali",6,,,Arneel Homes
,"KSh 105,000,000","Kitisuru, Westlands",5,,,Geoscape Global Limited
,"KSh 69,500,000",Kiambu Road,4,,,WANJA NJOROGE
,"KSh 82,000,000","Greenpark Great Rift valley Lodge, Naivasha",2,,,Ryden International
,"KSh 35,000,000","Nyali Area, Nyali",5,,,Arneel Homes
,"KSh 55,000,000","Riverside, Westlands",5,,,Jusa Homes Limited
,"KSh 30,000,000","Membley, Ruiru",5,,,Stop Properties Real Estate
,"KSh 17,000,000","Milimani, Kitengela",4,,,Simkar Group Limited
,"KSh 30,000,000","Kikambala,kikambala,kilifi county, Kikambala,kikambala,kilif county, Kikambala",4,,3000 ft²,Samfrance properties
,"KSh 8,000,000",Ruiru,3,,,Chawan Business Ventures
,"KSh 16,000,000",Ngumo Estate,3,,,Pam Golding Properties
,"KSh 25,000,000",Thika,4,,,Pam Golding Properties
,"KSh 85,000,000","Nyali Area, Nyali",8,,,Furaha Properties
,"KSh 5,800,000",Kiserian,3,,371 m²,Litana Investments
,"KSh 65,000,000",Karen,4,,4000 m²,Glo Realtors
,"KSh 29,500,000",Kiambu Road,4,,,HassConsult
,"KSh 120,000,000","Runda, Westlands",5,,2023 m²,LIflac Properties
,"KSh 65,000,000","Karen Marist road, Karen",5,,540 m²,Mapema Properties
,"KSh 70,000,000",Shanzu,6,,,Furaha Properties
,"KSh 6,000,000","Singete, Road, Kitengela",3,,450 m²,Vector Afriq Properties Ltd
,"KSh 11,000,000","Sultan Palace, Kikambala",1,,,Furaha Properties
,"KSh 68,000,000",Diani,5,,2000 m²,Sky Miles Properties
,"KSh 31,000,000",Langata,3,,,Pam Golding Properties
,"KSh 100,000,000","Karen hub, Karen",5,,544 m²,Mapema Properties
,"KSh 52,000,000",Kilimani,4,,,Coral Property International Ltd
,"KSh 5,500,000",Kitengela,4,,,Halsey Realtors
,"KSh 43,000,000",Lavington,5,,,Tysons Limited
,"KSh 150,000,000","O, Karen bomas of kenya, Karen",5,,540 m²,Mapema Properties
,"KSh 70,000,000",Kisumu,6,,,Tysons Limited
,"KSh 121,000,000",Lavington,6,,,Coral Property International Ltd
,"KSh 36,999,998",Kiambu Road,3,,,Simkar Group Limited
,"KSh 15,500,000",Syokimau,5,,,Simkar Group Limited
,"KSh 8,000,000",Syokimau,3,,145 m²,Blu cherryDUPLICATE
,"KSh 45,000,000","Thogoto, Kikuyu Town, Kikuyu",4,,,Premier Realty Estate Agents
,"KSh 40,000,000",Shanzu,3,,2024 m²,Furaha Properties
,"KSh 65,000,000","Gated Community, Karen",4,,,Trendy Living
,"KSh 100,000,000","Kizingo, Mombasa Island",5,,,Furaha Properties
,"KSh 5,800,000",Kitengela,4,,3200 ft²,Litana Investments
,"KSh 80,000,000","Aloo drive, Mtwapa creekside, Mtwapa",7,,1 ac,Sky Miles Properties
,"KSh 36,000,000",Ongata Rongai,6,,5266 ft²,Tysons Limited
,"KSh 6,000,000","ACACIA, Kitengela",4,,,Vector Afriq Properties Ltd
,"KSh 21,500,000","Creekside, Aloo drive, Mtwapa",3,,2000 ft²,Sky Miles Properties
,"KSh 150,000,000","Runda, Westlands",5,,,Tysons Limited
,"KSh 70,000,000","Nyali Area, Nyali",4,,,Benford Homes
,"KSh 9,980,000",Athi River,1,,85 m²,Homeowners Eye
,"KSh 200,000,000","Runda, Westlands",5,,,Halifax Estate Agency
,"KSh 13,600,000",Athi River,3,,,Pam Golding Properties
,"KSh 19,950,000",Vipingo,3,,,Vipingo Development limited
,"KSh 40,000,000","Brookside, Westlands",4,,,Simkar Group Limited
,"KSh 6,300,000","Rimpa, Ongata Rongai",3,,450 m²,Homeken Limited
,"KSh 6,500,000",Kitengela,3,,5000 ft²,Litana Investments
,"KSh 160,000,000",Mtwapa,3,,,Benford Homes
,"KSh 120,000,000","Runda, Westlands",5,,,Crestace Real Estate Ltd
,"KSh 90,000,000","Runda, Westlands",4,,,LIflac Properties
,"KSh 25,000,000","Nyali, Nyali Area",5,,450 m²,Sky Miles Properties
,"KSh 32,000,000","Nyali Area, Nyali",4,,,Benford Homes
,"KSh 23,000,000",Thika Road,5,,,Pam Golding Properties
,"KSh 24,500,000",Langata,4,,,Pam Golding Properties
,"KSh 26,500,000",Langata,4,,,Pam Golding Properties
,"KSh 40,000,000",Lavington,5,,470 m²,Kenya Classic Homes
,"KSh 27,000,000","Garden Estate, Roysambu",4,,,
,"KSh 13,800,000","Kibiku, Ngong",4,,450 m²,Homeken Limited
,"KSh 18,500,000",South C,4,,150 m²,Homeowners Eye
,"KSh 28,000,000",Ruiru,4,,,Olympia Gold Real Estate
,"KSh 45,000,000","Beach road, Nyali Area, Nyali",4,,,Laser Property Services Ltd
,"KSh 31,500,000","Fourways Junction Estate, Kiambu Road",4,,205 m²,Royani Properties Limited
,"KSh 65,000,000","Nyali, Nyali Area",4,,286 m²,Benford Homes
,"KSh 24,500,000","Ole Pasha RD, Ngong",4,,,Royal Properties Market Limited
,"KSh 35,000,000","Serena, Shanzu",3,,1 ac,Sky Miles Properties
,"KSh 67,000,000",Lavington,4,,,
,"KSh 65,000,000","Kyuna, Westlands",4,,,Kenya Valuers & Estate Agents
,"KSh 100,000,000",Karen,5,,,Moulding Grace Real Estate
,"KSh 6,200,000","Kitengela, Acacia",3,,450 m²,Vector Afriq Properties Ltd
,"KSh 10,000,000",Kitengela,4,,2500 m²,Leilach Properties
,"KSh 26,000,000","Kitisuru, Westlands",4,,,Jakharris Africa Ltd
,Price not communicated,"Kizingoni Beach, Lamu, lamu",5,,1 ac,Knight Frank Kenya
,"KSh 10,000,000",Kitengela,3,,130 m²,Tysons Limited
,"KSh 6,000,000",Kitengela,3,,,Blu cherryDUPLICATE
,"KSh 18,500,000","Bandari Villas, Nyali Area, Nyali",4,,,Furaha Properties
,"KSh 15,000,000",Mombasa Road,4,,169 m²,Tysons Limited
,"KSh 6,700,000",Ongata Rongai,4,,2500 ft²,Leilach Properties
,"KSh 69,000,000","Murichu Road, Karen",4,,,Knight Frank Kenya
,"KSh 20,950,000",South C,4,,,Coral Property International Ltd
,"KSh 13,500,000",Kitengela,5,,450 m²,Havilaplus Estates Ltd
,"KSh 80,000,000",Karen,4,,,Kraft Fiction
,"KSh 120,000,000",Lavington,5,,,Leti Realty Limited
,"KSh 7,200,000","Acacia, Kitengela",4,,,Vector Afriq Properties Ltd
,"KSh 235,000,000","Runda, Westlands",5,,2023 m²,LIflac Properties
,"KSh 17,500,000","Katani Syokimau, Syokimau",5,,350 m²,Sir Francis Marketing &#38; Consultants Ltd
,"KSh 4,500,000","Kiserian / Isinya Road, Kiserian",4,,505 m²,Ric Realtors
,"KSh 26,500,000",Langata,4,,,Pam Golding Properties
,"KSh 60,000,000",Kiambu Town,4,,464 m²,Litana Investments
,"KSh 600,000,000","Nyali, nyali, Mombasa CBD, Mombasa Island",10,,35628 m²,Benford Homes
,"KSh 17,000,000","kamakis, Kamakis, Ruiru",5,,400 m²,El Roi Properties
,"KSh 41,000,000","Loresho, Westlands",4,,,Leti Realty Limited
,"KSh 60,000,000","Brookside, Westlands",5,,4500 ft²,Dayfield Agencies
,"KSh 265,000,000","Kyuna, Westlands",6,,,Keensell Ventures LTD
,"KSh 70,000,000",Lavington,5,,500 m²,Sir Francis Marketing &#38; Consultants Ltd
,"KSh 14,000,000",Thindigua,3,,,Litana Investments
,"KSh 200,000,000","Spring Valley, Westlands",8,,,Kenya Classic Homes
,"KSh 75,000,000","Muteero, Karen",4,,,Lenora Real Estate
,"KSh 6,250,000",Kitengela,3,,,Blu cherryDUPLICATE
,"KSh 30,000,000",Kikambala,4,,2024 m²,Furaha Properties
,"KSh 24,500,000","46 estate, Ngong",4,,,TOK REALTY LIMITED
,"KSh 35,000,000",Langata,4,,,Real Management Services(2002) Limited
,"KSh 100,000,000","Runda, Westlands",5,,,Great Five Consultants
,"KSh 30,000,000",Isinya,3,,150 m²,Peponi & Co Real Estate
,"KSh 270,000,000",Muthaiga,5,,,Crystal Valuers LTD
,"KSh 83,000,000","Miotoni road, Karen",4,,,Calmillers Holding Ltd
,"KSh 4,500,000",Kitengela,3,,140 m²,RockSand Homes
,"KSh 68,000,000",Lavington,4,,,Coral Property International Ltd
,"KSh 28,500,000",Kiambu Road,4,,,Hold Piece Ltd
,"KSh 90,000,000","runda, Runda, Westlands",5,,,Royal Properties Market Limited
,"KSh 63,000,000",Lavington,5,,,Leti Realty Limited
,"KSh 25,000,000",Kilifi,3,,2 ac,Furaha Properties
,"KSh 128,000,000","Ngecha Rd, Kitisuru, Westlands",5,,,Simkar Group Limited
,"KSh 90,000,000","Vipingo,vipingo,kilifi, Vipingo ,vipingo,kilifi, Vipingo",5,,4000 m²,Samfrance properties
,"KSh 90,000,000",Karen,4,,,Pam Golding Properties
,"KSh 17,000,000",Langata,4,,,Tysons Limited
,"KSh 21,000,000","Varsityville, Kamakis, Ruiru",4,,273 m²,Jayhenrys Holdings Limited
,"KSh 45,000,000","Links road, Kongowea, Nyali",3,,500 m²,Samfrance properties
,"KSh 100,000,000","Ushirika Road, Karen",5,,,Knight Frank Kenya
,"KSh 49,000,000","Kyuna, Westlands",4,,,Pam Golding Properties
,"KSh 6,500,000",Kitengela,3,,,Blu cherryDUPLICATE
,"KSh 205,000,000","Runda, Westlands",7,,,Jubilee Real Estate
,"KSh 12,500,000","Muigai, Kitengela",3,,245 m²,Cherd Africa LTD
,"KSh 23,000,000","Membley, Ruiru",4,,,Hold Piece Ltd
,"KSh 64,000,000","Nyali Area, Nyali",6,,,Furaha Properties
,"KSh 140,000,000","Pepo Lane, Karen",4,,,Knight Frank Kenya
,"KSh 300,000,000","Kyuna road, Kyuna, Westlands",6,,,Rockfield Management Ltd
,"KSh 13,000,000",Syokimau,4,,464 m²,Litana Investments
,"KSh 20,000,000",Ongata Rongai,4,,3000 ft²,Leilach Properties
,"KSh 95,000,000","Kilifi plantation, Plantation, Kilifi County",4,,1 ac,Sky Miles Properties
,"KSh 55,000,000","Convent Rd, Lavington",5,,,Coral Property International Ltd
,"KSh 35,000,000","Nyali, Nyali Area",5,,3520 ft²,Benford Homes
,"KSh 13,000,000","PHASE 5, Buruburu",4,,,Wainaina Real Estate Agents
,"KSh 85,000,000","Bongani road, Karen",6,,544 m²,Mapema Properties
,"KSh 105,000,000","Loresho, Westlands",5,,780 m²,Splendor Holdings
,"KSh 12,500,000","Bahati Ridge, Thika",3,,500 m²,Malazo Realtors
,"KSh 20,000,000","BANANA HILL ROAD, KENTMERE, Limuru Town, Limuru",5,,,Ryden International
,"KSh 13,500,000","Nyali Area, Nyali",3,,,Furaha Properties
,"KSh 95,000,000",Karen,5,,6488 ft²,Litana Investments
,"KSh 28,000,000","5874, Membley, Ruiru",6,,,Edlon Group Limited
,"KSh 6,500,000","Near Oasis Hospital mtwapa, Mtwapa",3,,1800 ft²,BLISS HOMES
,"KSh 245,403,755","Miotoni West Road, Karen",5,,,Knight Frank Kenya
,"KSh 33,000,000","Mwanzi Road, Westlands Area, Westlands",4,,,Knight Frank Kenya
,"KSh 85,000,000",Karen,4,,,Trisums Investments Company Ltd
,"KSh 6,200,000",Kitengela,3,,140 m²,Halsey Realtors
,"KSh 105,000,000","New Kitisuru, Kitisuru, Westlands",6,,,Kenya Valuers & Estate Agents
,"KSh 140,000,000","Runda, Westlands",5,,5260 m²,LIflac Properties
,"KSh 65,000,000","Karen fair acres, Karen",4,,540 m²,Mapema Properties
,"KSh 7,750,000","Kangundo Road, Joska, Kamulu Joska Malaa",3,,450 m²,Willstone Homes Limited
,"KSh 88,000,000","Old Kitisuru, Kitisuru, Westlands",5,,,Palmier Properties Limited
,"KSh 14,100,000","Ruiru - Githunguri road, Ruiru",4,,449 m²,Willstone Homes Limited
,"KSh 60,000,000","Mushroom road, Mushroom Estate, Kiambu Road",3,,205 m²,
,"KSh 85,000,000","Bongani road, Karen",6,,544 m²,Mapema Properties
,"KSh 295,000,000","Kyuna Close, Spring Valley, Westlands",6,,,Abacus Property Consultants Ltd
,"KSh 120,000,000","Loresho, Westlands",4,,,Wealthlink Realtors Ltd
,"KSh 45,000,000","Jumba Ruins, Mtwapa",4,,1500 m²,Sky Miles Properties
,"KSh 90,000,000","Rosslyn, Westlands",4,,,Canaan Properties
,"KSh 11,800,000","Pine City Estate, Mlolongo",3,,139 m²,Homeowners Eye
,"KSh 140,000,000","Nyari, Westlands",6,,650 m²,Canaan Properties
,"KSh 26,000,000",Kilimani,2,,,Splendor Holdings
,"KSh 19,000,000",Langata,4,,,Pam Golding Properties
,"KSh 13,550,000","Eastern bypass, Kamakis, Ruiru",4,,,
,"KSh 13,000,000",Ngong,3,,,Jusa Homes Limited
,"KSh 35,000,000",Mtwapa,4,,,KRUSS Properties
,"KSh 62,000,000",Lavington,5,,,Pam Golding Properties
,"KSh 30,000,000","Fourways Junction, Kiambu Road",4,,,Wealthlink Realtors Ltd
,"KSh 7,800,000",Ruiru,3,,,Hold Piece Ltd
,"KSh 80,000,000",Lavington,5,,,Leti Realty Limited
,"KSh 34,000,000",Kileleshwa,4,,,Pam Golding Properties
,"KSh 105,000,000",Lavington,5,,6091 ft²,Trisums Investments Company Ltd
,"KSh 10,500,000","kinyahwe road, Kitengela",4,,,Wainaina Real Estate Agents
,"KSh 9,450,000",Kenyatta Road,3,,,MK PROPERTIES
,"KSh 35,000,000","GALU BEACH 1, Diani",3,,,
,"KSh 5,500,000","Matasia, Ngong",3,,450 m²,Homeken Limited
,"KSh 35,000,000",Redhill,4,,,Crestace Real Estate Ltd
,"KSh 40,000,000","Links road, Nyali Area, Nyali",4,,500 m²,Samfrance properties
,"KSh 8,000,000",Ruiru,3,,2400 ft²,Litana Investments
,"KSh 11,980,000",Athi River,2,,120 m²,Homeowners Eye
,"KSh 68,000,000",Lavington,4,,,Olympia Gold Real Estate
,"KSh 165,000,000","off South Lake Road, Naivasha",4,,,Ryden International
,"KSh 5,850,000","500mtrs OFF Kangundo Road, Kamulu, Joska, Kamulu Joska Malaa",3,,120 m²,CASTLE VILLAS LIMITED
,"KSh 11,500,000","Membley, Ruiru",4,,2400 ft²,Litana Investments
,"KSh 48,000,000",Lavington,5,,,Kenya Valuers & Estate Agents
,"KSh 16,000,000",Kitengela,4,,,Vector Afriq Properties Ltd
,"KSh 90,000,000","Nyali, Nyali Area",4,,4390 ft²,Benford Homes
,"KSh 85,000,000",Karen,4,,,Newpoint Properties
,"KSh 70,000,000","Runda, Westlands",5,,450 m²,Splendor Holdings
,"KSh 75,000,000","Karen Masai west, Karen",4,,540 m²,Mapema Properties
,"KSh 35,800,000","Dennis Pritt, Kilimani",4,,,Lavington Property Management
,"KSh 95,000,000","Ololua estate, Karen",4,,544 m²,Mapema Properties
,"KSh 17,000,000",Kikambala,2,,,Furaha Properties
,"KSh 23,000,000","Jamhuri estate, off Ngong Road, Jamhuri",5,,,Red Knot  Properties Limited
,"KSh 138,000,000",Muthaiga,4,,,Pam Golding Properties
,"KSh 75,000,000",Lavington,4,,,Pam Golding Properties
,"KSh 68,500,000","Chalbi Drive, Lavington",5,,,FAPCL Group
,"KSh 12,600,000","Kamakis, Ruiru",4,,195 m²,Marlin Realtors
,"KSh 35,000,000","south c, Mombasa Road",3,,,Real Management Services(2002) Limited
,"KSh 7,800,000",Ongata Rongai,3,,1800 ft²,Leilach Properties
,"KSh 6,000,000","NHC Madaraka Estate, Langata",2,,,Ryden International
,"KSh 26,000,000","Impala Road, Nyali Area, Nyali",4,,,Arneel Homes
,"KSh 6,500,000",Kitengela,3,,5000 ft²,Litana Investments
,"KSh 67,000,000",Karen,4,,540 m²,Mapema Properties
,"KSh 6,500,000",Kitengela,3,,140 m²,Halsey Realtors
,"KSh 6,000,000","Kangundo road, Malaa, Kangundo",3,,,Home Link Realty
,"KSh 105,000,000","Chalbi Drive, Lavington",5,,,Kenya Valuers & Estate Agents
,"KSh 67,000,000",Karen,5,,,Pam Golding Properties
,"KSh 220,000,000","Runda, Westlands",5,,,Sky Limits Ventures
,"KSh 36,000,000",Kilimani,4,,,Tysons Limited
,"KSh 40,000,000","Westlands Area, Westlands",5,,,Coral Property International Ltd
,"KSh 12,500,000",Ongata Rongai,4,,2500 ft²,Leilach Properties
,"KSh 65,000,000","O, mukoma road, Karen Hardy",4,,544 m²,Mapema Properties
,"KSh 70,000,000",Karen,4,,,High-Tower Realtors
,"KSh 150,000,000","Runda, Westlands",5,,,Sky Limits Ventures
,"KSh 80,000,000","Runda, Westlands",4,,,Pam Golding Properties
,"KSh 17,500,000","Membley, Ruiru",4,,,Tysons Limited
,"KSh 11,500,000",Kitengela,4,,,Pam Golding Properties
,"KSh 11,500,000","Rimpa, Ongata Rongai",6,,450 m²,Homeken Limited
,"KSh 95,000,000","4, Off Benin Dr, Runda, Westlands",6,,10000 m²,Blue Zone Properties
,"KSh 6,500,000","Namanga Road Kitengela, Kitengela",4,,180 m²,Sir Francis Marketing &#38; Consultants Ltd
,"KSh 28,000,000",South C,9,,,Pam Golding Properties
,"KSh 32,000,000",Kiambu Road,4,,,Wealthlink Realtors Ltd
,"KSh 17,500,000","Tigoni, Limuru",4,,,Pam Golding Properties
,"KSh 6,200,000",Kitengela,3,,,Blu cherryDUPLICATE
,"KSh 26,500,000",Kiambu Town,5,,297 m²,Litana Investments
,"KSh 32,999,000","Kahawa Sukari, kahawa sukari, Roysambu",5,,1000 m²,El Roi Properties
,"KSh 19,000,000",Ngumo Estate,3,,,Pam Golding Properties
,"KSh 68,000,000","A 70, Chalbi Drive, Lavington",5,,,PMM Properties
,"KSh 15,000,000",Syokimau,5,,,TOK REALTY LIMITED
,"KSh 120,000,000","Near Nairobi Academy, Karen",6,,,Zyve
,"KSh 6,500,000",Ongata Rongai,3,,1500 m²,Leilach Properties
,"KSh 100,000,000","MIMOSA, Runda, Westlands",5,,,Kenya Valuers & Estate Agents
,"KSh 60,000,000",Karen,5,,,Moulding Grace Real Estate
,"KSh 5,900,000","Yukos, Kitengela",3,,,Haki Homes
,"KSh 60,000,000","Owashika Road, Lavington",4,,4413 ft²,KiraguandMwangi Limited
,"KSh 32,000,000",Kiambu Road,4,,234 m²,The Manis Real Estate
,"KSh 65,000,000","Lower Kabete, Westlands",5,,,Coral Property International Ltd
,"KSh 30,000,000",Ngong Road,5,,2114 ac,Tysons Limited
,"KSh 185,000,000","Mushroom garden, Kiambu Road",4,,,Hanspace Limited
,"KSh 80,000,000","Convent, Lavington",4,,,Lavington Property Management
,"KSh 5,850,000","Juja Mastore, Juja",3,,132 m²,Jayhenrys Holdings Limited
,"KSh 19,800,000","Waiyaki Way, Westlands",4,,,Edlon Group Limited
,"KSh 8,200,000",Ruiru,3,,,Hold Piece Ltd
,"KSh 13,500,000",Kitengela,4,,,Prime Plush Properties
,"KSh 80,000,000",Muthaiga,6,,,Tysons Limited
,"KSh 8,500,000",Kitengela,4,,140 m²,Halsey Realtors
,"KSh 32,000,000","Mtomondoni Creek Road, Mtwapa",4,,,Knight Frank Kenya
,"KSh 15,000,000","KOMOTHAI, Gilgil",3,,,Ryden International
,"KSh 80,000,000","222, karen, Karen",5,,,Kenya Classic Homes
,"KSh 150,000,000","Shanzu, Mombasa CBD, Mombasa Island",4,,,Benford Homes
,"KSh 13,550,000","Kenyatta Road, Thika Road",4,,,MK PROPERTIES
,"KSh 26,000,000","Kitisuru, Westlands",4,,,
,"KSh 47,000,000","Links road, Nyali Area, Nyali",4,,2000 ft²,Samfrance properties
,"KSh 12,000,000",Ongata Rongai,4,,5000 ft²,Litana Investments
,"KSh 600,000,000","00104, Muthaiga rd, Muthaiga",5,,950 m²,Royal Settlers
,"KSh 67,000,000",Lavington,4,,3983 ft²,Nuru Breeze Homes Realty Limited
,"KSh 23,000,000","A 70, Oloitokitok Road, Lavington",4,,,PMM Properties
,"KSh 8,850,000",Athi River,4,,,
,"KSh 140,000,000","Runda, Westlands",7,,,Keensell Ventures LTD
,"KSh 26,500,000","La-marina, Mtwapa",3,,1000 ft²,Sky Miles Properties
,"KSh 110,000,000","Ushirka road, Karen",5,,522 m²,Mapema Properties
,"KSh 48,000,000","Links road, Nyali Area, Nyali",4,,1000 m²,Samfrance properties
,"KSh 6,500,000","Greenwood, Greenwood Mtwapa, Mtwapa",3,,400 ft²,Sky Miles Properties
,"KSh 70,000,000",Karen,5,,3500 ft²,Leilach Properties
,"KSh 6,200,000","Acacia, Kitengela",4,,450 m²,Homeken Limited
,"KSh 75,000,000","2, Convent Drive, Lavington",5,,362 m²,
,"KSh 60,000,000",Kiserian,4,,,Tysons Limited
,"KSh 65,000,000","Nairobi, Peponi Road, Westlands Area, Westlands",5,,650 m²,Coral Property International Ltd
,"KSh 100,000,000","Lower Kabete Road, Lower Kabete, Westlands",5,,,Zyve
,"KSh 25,000,000","Nyali Area, Nyali",2,,,Furaha Properties
,"KSh 65,000,000",Karen,4,,2023 m²,Pam Golding Properties
,"KSh 6,500,000",Kitengela,3,,5000 ft²,Litana Investments
,"KSh 100,000,000","Runda, Westlands",4,,,
,"KSh 34,000,000",Ngong,5,,3000 ft²,Leilach Properties
,"KSh 40,000,000","Riverside, Westlands",4,,,Pam Golding Properties
,"KSh 85,000,000",Lavington,4,,,Leti Realty Limited
,"KSh 16,900,000","Goodwill estate, Mugutha Road , behind spur mall, Eastern ByPass, Ruiru",4,,230 m²,
,"KSh 7,500,000",Mtwapa,3,,,KRUSS Properties
,"KSh 40,000,000",Kiambu Road,4,,,Royal Properties Market Limited
,"KSh 35,000,000","Tatu City, Ruiru",3,,,MK PROPERTIES
,"KSh 5,800,000",Kitengela,3,,450 m²,Homeken Limited
3 Bed Villa With En Suite At Bungalows,"KSh 5,850,000","Bungalows, Kitengela",3,,14 m²,Crystal Valuers LTD
,"KSh 130,000,000","1, Off Loresho Ridge, Loresho, Westlands",4,,600 m²,Blue Zone Properties
,"KSh 55,000,000","General Mathenge, Westlands",4,,,Coral Property International Ltd
,"KSh 40,000,000",Ongata Rongai,5,,,Crystal Valuers LTD
,"KSh 44,000,000","mountain view, Mountain View, Westlands",4,,,Royani Properties Limited
,"KSh 45,000,000",Bofa,3,,,Furaha Properties
,"KSh 22,000,000","232, Membley, Ruiru",4,,450 ft²,Executive Living Africa Ltd
,"KSh 30,000,000","Muthithi, Kiambu road, Kiambu Town",5,,,Centrum Properties
,"KSh 6,500,000",Mtwapa,3,,,KRUSS Properties
,"KSh 22,000,000","Parklands, Westlands",3,,,Pam Golding Properties
,"KSh 25,000,000","EDENVILLE, Kiambu Road",3,,,Kenya Valuers & Estate Agents
,"KSh 40,000,000","Milimani, Kitengela",5,,,Nairobi and Beyond Realty
,"KSh 35,000,000",Kiambu Road,4,,,Trisums Investments Company Ltd
,"KSh 5,850,000","Mtoni road, Kangundo road, Joska, Kamulu Joska Malaa",3,,120 m²,CASTLE VILLAS LIMITED
,"KSh 32,000,000","Rhapta Road, Westlands Area, Westlands",4,,,Coral Property International Ltd
,Price not communicated,"Kitisuru, Westlands",6,,,Pam Golding Properties
,"KSh 120,000,000","Runda, Westlands",6,,,Canaan Properties
,"KSh 16,000,000",Kitengela,5,,,Halsey Realtors
,"KSh 110,000,000","Lower Kabete, Westlands",5,,,Metrocosmo Limited
,"KSh 69,500,000","General Mathenge, Westlands",4,,,Coral Property International Ltd
,"KSh 50,000,000",Ongata Rongai,6,,5000 ft²,Leilach Properties
,"KSh 16,000,000",Ongata Rongai,4,,,Leilach Properties
,"KSh 6,500,000","Near Pavillion, Kitengela",3,,200 m²,Westside Real Estate
,"KSh 8,000,000","00232, kimbo, Ruiru",3,,3200 ft²,Executive Living Africa Ltd
,"KSh 180,000,000","Rosslyn, Westlands",9,,,Premier Realty Estate Agents
,"KSh 72,000,000",Lavington,5,,,Knight Frank Kenya
,"KSh 120,000,000","Kitisuru, Westlands",5,,,Jusa Homes Limited
,"KSh 18,000,000",Malindi,3,,,Furaha Properties
,"KSh 72,000,000",Malindi,3,,,Furaha Properties
,"KSh 20,000,000",Vipingo,3,,,KRUSS Properties
,"KSh 14,500,000",Juja,4,,297 m²,Litana Investments
,"KSh 7,500,000",Ngong,3,,,Leilach Properties
,"KSh 110,000,000","Ushirka road, Karen Hardy",5,,544 m²,Mapema Properties
,"KSh 70,000,000",Kileleshwa,4,,,Knight Frank Kenya
,"KSh 65,000,000",Lavington,4,,,Keensell Ventures LTD
,"KSh 30,000,000",Kiambu Road,4,,2518 ft²,Signature Africa
,"KSh 6,200,000",Kitengela,3,,,Blu cherryDUPLICATE
,"KSh 100,000,000","Runda Evergreen, Runda, Westlands",4,,,Crystal Valuers LTD
,"KSh 12,800,000",Syokimau,4,,,
,"KSh 35,000,000","Nyali Area, Nyali",4,,,Blue Falcon Estate Agent
,"KSh 21,945,000",Kiambu Road,4,,,Hold Piece Ltd
,"KSh 5,600,000","Matasia, Ngong",3,,,Haki Homes
,"KSh 15,000,000","Mwihoko, Kahawa Sukari, Roysambu",4,,,Malazo Realtors
,"KSh 110,000,000","Kilifi centre, Naivas kilifi, Kilifi County",7,,1 ac,Sky Miles Properties
,"KSh 14,800,000",Vipingo,3,,,Vipingo Development limited
,"KSh 107,500,000","Loresho, Westlands",4,,,Arneel Homes
,Price not communicated,Diani,3,,,Simkar Group Limited
,"KSh 30,000,000","langata road., Langata",6,,450 m²,Olympia Gold Real Estate
,"KSh 29,000,000","Garden City, Thika Road",4,,,FAPCL Group
,"KSh 121,000,000",Lavington,6,,,Keensell Ventures LTD
,"KSh 120,000,000","Loresho, Westlands",5,,,Keensell Ventures LTD
,"KSh 12,500,000","Mbagathi Way, Langata",3,,,HomePlus Realtors Ltd
,"KSh 59,500,000","Loresho, Westlands",5,,,Citiscape Valuers & Estate Agents Ltd
,"KSh 9,500,000",Kitengela,3,,138 m²,Halsey Realtors
,"KSh 16,000,000",Ngumo Estate,3,,,Pam Golding Properties
,"KSh 55,000,000","Runda, Westlands",4,,3000 m²,Splendor Holdings
,"KSh 123,000,000","Windsor, Roysambu",4,,,Pam Golding Properties
,"KSh 230,000,000",Muthaiga,4,,,Royal Properties Market Limited
,"KSh 170,000,000","Galu Kinondo Beach , Diani",5,,15176 m²,Simkar Group Limited
,"KSh 11,000,000",Syokimau,3,,,Pam Golding Properties
,"KSh 120,000,000","Loresho, Westlands",5,,,Leti Realty Limited
,"KSh 6,500,000",Ongata Rongai,3,,5000 ft²,Litana Investments
,"KSh 20,000,000",South B,4,,,Pam Golding Properties
